content,sentiment
the situation makes jasmine feel annoyed,3
bbq with andrew his sisters and jeff  so much fun,2
good morning twitterworld  slept too less,2
imba ur welcome,0
  graduation pic,2
btillo hehe  thanks for your advice  i choose the shoes only three of them so hard ,2
i have to choose between pink and essendonfc on sunday and pink wins im shattered  why cant i be healthy enough to go to both,0
work 4  close,0
i do not like it when girls cut half of their hair short and keep the other side long  like no you cant have both ,3
kusuma06 aaa new follower hiii,2
my husband told us all about the recent outrageous events,3
im dreading hearing even worse news tonight,1
still no eat still in office and now i get sick throat 3 days before i leave for an air condition throat killing tour bus,1
brownie sundaes at five and dumpster blood bros on itunes palm reader was closed  fun at the 371 anyway,0
heresmyhello92 i dont think it was either but i cant remember it,0
joining twitter,0
louiiseeeeee lmfao omgosh when i first heard that song with youi felt like i was gonna pee myself omgosh the waltzer man  lol xoxo,2
i made this man feel irritated,3
im up  going to work,0
wesleyadamquinn i missed the chicago show  boo me,1
we all are not worthy of gods forgiveness we are saved by his loving grace dont harbor resentment  fear,3
memesijaitort thanks i will send you a photo of my first,0
doonytime i have no minstrels   i might have to grab some from the petrol station before i head back to work  they are delicious,1
got my tattoo fixed today and it didnt hurt to much thank god  cant wait to get the next one ,2
work soonnnnnn  its looking rly dead today,0
boreedd,0
going to church in the morninghappy mommas day almost,2
thingsmummysaidrollercoasters are only multistorey car parks without walls,0
tryin to figure out how to direct message and is gettin frustrated,0
wishing i got fij,1
who decided to shut down the national center for education statistics for maintenance today when im writing my tuition story ,3
iamfakeblood see u next saturday with mr atrak,2
another loser meekakitty i hate youlost the game lostthegame  ,3
trying to figure out what to do tonight see the game social events w friends or stay home and play the st out of my drums,0
jspatton sorry forgot that,0
unclerush good morning to you hope you have a nice productive day,2
is bummed outi dont have even one testimonial on flickr,1
last ff  meldiesel vja4041 demonfactory shawnmcguirt seowebdesign chuckswanson agracing confidentgolf tluckow legalblonde31,0
this is california it has to be sunny but its not  makes me kinda sad,1
amberbenson its been raining here for 3 days,0
working today  cant find my key so i had to borrow mirandas,0
mcruffian happened to me and my  too they made me buy it back for 100 under threat of a knife   ,3
wats worse dan makin pea salad eatin it ,3
just uploaded my new blog a painful story about an 80s year old man who cried because he wanted to die very sad,1
ipod touch  brick,0
my tv is so boring,0
sampad till then ice cream,1
tysondueck too bad,1
salamandroid its not just you  its properly dragged this week,0
time to relieve stress at the gym someone should write speeches take exams and do research for me,0
its so dead,0
jinxieg yup  thats where i watch all my movies,2
tessneale i suppose this will be in the blog post but could u email me who was there too,2
deversum good morning hazel  caffeineshot,2
fjdskal im really frustrated,1
is excited about so r and r for mothers day,2
i am dreading shopping for a swimsuit,0
theshoctor pezhore o3visuals n9vls victory now i just need to reinstall all my damn apps,2
i had an amazing night with my friends  now i am losing my voice,2
got some beautiful flowers and a mag subscription for mothers day  spoilt lt3,2
when ppl dont get there way or what they want a strong sense to lash out takes affect ,3
as it turns out i do not get to go see the decemberists,1
vic2slic doing pretty well up and wide awake,0
ben amp jerrys fail got email for free ice cream says click here to redeem coupon when i click i get error message  cherrygarcia,1
sashagrey since im reading the twilight series and watching underworld today i gotta sayperfect pic for my day,2
headache of the century coming i can feel it  fuck,1
thing always end up going bad,0
good day yall happy moms day,2
iunfold thats true  i never believe my staff when they call in sick on mondays or fridays  lol,1
crossbow1 youre telling me,0
lonemat  im having tuna amp noodles thing smashed potato cakes amp   winksy says hi,0
man i cant stop being freakin hungry,0
mailroom was some kind of crazy today  layoff,3
nikkicsws awwh i was kinda hoping jack would get the banana highlights back,0
had a pretty good day lets see how the night goes  oh i have to work all day tomorrow no picnic for me,1
jaceypants well piss on that i cant get into their site  work nor does it come thru on my phone,1
just goy back from a day of tests at the hospital going to start chemo on monday,1
i h8 this weather its the be gloomy amp rainy all weekend,3
sometimes i forget my favorite porn stars are real people too bobbyclarkxxx made orange chicken last night and cut his finger off sad,1
an ultimatum is an ultimatum no matter how you dress it up  and that sucks,1
 was 9 for 20 and no passing tds how does that encourage his rabid cult following ,3
my besties if only ddlovato was there  on twitpic ,0
annadwan90 excellent good to see,2
dietsch union square somerville youre better off with the 87 that probably helps you zero at this point though,0
grentone likewise however what was the comment about originally,0
finally finished my fucking film final  well all except 1 part but idk how to do it ,0
coach bailey remind me of tht old dude from gran torino lol,3
back to la from las vagas nice trip  nice food but lose 100 with slot machine,1
tiwurayie geez one time in a row patience good things comes to those who patience lol i wish i could sleepover,1
ive just about made it all the way round the park jogging quite pleased for my 6th outing,2
karen230683 morning  hope u r well im off to bed soon,2
sarahconnors 1999 called they want their saying back live in the now pens  haha,0
come on leave gretel alone now  i liked her doing the logies,0
gfalcone601 is it the bit where hollie started crying,0
moonfrye happy mothers day,2
kbal24 i am sorry that you are feeling that way,1
tonnet next time you are around please let me and sylwiapresley know and we will take you for lunch too,0
working my ass off and i am completely happy,2
was just in a wreck getting real sore now it was their fault and they didnt have insurance was planning to go to the wedding tonight,1
on the way to wildomar ca towing the lexus,0
still working on music gradesoutside on the decksun is behind a big gray cloud,0
justgrimes  yep saw that paper immediately after completing the test essay saying i didnt know of research on it,0
i made nancy feel enraged,3
we finally hit 1000 friends thanks,2
everytime i think of you i get a burning feeling inside  i think that might be  so im lettin it go along w u,3
another great workout but im feelin kind of funny,2
hubermanuela  hey girl whats up what r u gonna do today,0
aaaaaw i want to live in the usa,1
the conversation with my sister was irritating,3
ive become one of those pathetic girls that feel lonely without their boyfriends hahaha i miss josey already,1
just got home im so effin sad,1
tinabinatooreal not funny he profiled my ass like wtf im still kinda heated ugh,3
sites that republish my blogs feed often end up higher than my blog on google search results,0
ang payat ko na yes hoping to go down to my melbourne weight from last year  ,2
mitchelmusso hey mitchel when will you be live again i didnt get a chance to call you,1
techanimated thanks so much for everything you do  im so sorry youre hurting,2
my computer is so slooo morning  i think its a sign that i should go home and play in my yard,1
i made tanisha feel annoyed,3
happy mothers day,2
your a huge fucking whore and you me endofstory,3
biphenyl i hope you have someone to spell you so you can wander a bit man i feel like signing off twitter for a couple of days,0
smart cars are the most worthless cars ever made amp it makes me sad how many of them i see anymore,1
do you have a chronic illness blog let me know ill post your link on my own  ,0
i dont have my iphone until maybe next week,0
i dont need to manage my  i need everyone else to manage not to pissmeoff   sosimple ,3
lifesaver45 that sucks,1
chrisbrownweb according to bow wow his bestfriend chris is not on twitter and doesnt want to be   because of haters probably,1
phones about to die  ttfn,0
djgigidred i already seen am and jazzy i know they blew the roof off was supposed 2 go to pony party i couldnt make it out last night,0
retrodiva i wish i could be in bed by nine once in a while i never make it in before 34 am  sleepdeprived doing too much,1
alphonse feels furious,3
sleepgood night tweeties down to oc tomorrow i hope and pray that rachyl gets better soon,0
back from worcester  my work week starts on friday at 230,0
my feet are killing ive walked miles in search of an art shopdoesnt seem like ealing has one,1
found six great vegan places to eat and relax at four of which i cant get to without a car,2
rayamartin   whooooooooooooa ang ganda ko dito ha  thank you,2
oschmid14 how cool is that   thank you so much   luv it,2
kristin found herself in a displeasing situation,3
the sun is shining,2
hey guys im going to create an iphone app thats a twitter client called tweetilicious please reply me your thoughts,2
morning all up and about and about to wash the car remind me why did i choose white again  ,1
i need new running shoes my feet are completely torn up,1
early lunch then getting all dressed up for amys confirmation,2
tommcfly why do you not respond me,3
aw  the grillz in my background look like plaque ,1
alphonso milkshake in the morning lassi in the afternoon and fresh nimbupaani in the eveningsummers can be fun,0
jerzegurl hiya missed you too what have you been up to,1
lewisbostock very much so  you know i am coming now on thursday too right are there door sales ,0
i just broke a bottle i should probably focus on work instead of thinking of more songgoeswrongs,1
finally lost fm97,0
onecall a wish i could but i have no talking minutes,1
kearycolbert boocla will represent the south as the pac12 south champs hahaha what a jokegtlmaoo i sense pure utter ,3
listening to the new demo this song is going to be fantastic once its done,1
had quite a cool day with charlie and then ben aswell  got lost and stung by nettles,2
my hair is going red againwhen i dyed it black i wanted it to be black  ,3
breaking the daily build broke my daily plan as well,0
there was a mix up with my dentist appt this afternoon so they rescheduled me for tomorrow  9am,0
im sure the olympics are going to be great but london is it really necessary to undertake any more rail engineering works  ,3
tweetnewz good prices for bulk sms and premium sms too  ,0
rt  lili214 ughhhh got fuckin pulled over for talkin on my cell in a school zone  fuck highland park police rude mofo,3
wishing a happy mothers day to all the wonderful mothers out there,2
i had some work to do but my wrist hurts too much to do any of it,1
itshazel wow five years congrats,2
esmeeworld good luck tonight have fun,2
josieinthecity lol  good men watch the flicks wus and just sigh  this is a good flick so far its called quotbecause i said soquot,2
gonna have a lazy day today,0
dear rain you suck now i gotta change my plans for tonight,0
bannersrus hemp cloth is marvelous but unfortunately no,0
hellenbach sounds like the very best sort of work then jenni seems lovelyso nice to hear that she is when meeting in the flesh too,2
feeling better today but still sick,1
watching scrubs season 2 oh im gonna miss that show,1
such a nice day today but stuck indoors revising  3 weeks and it is all over,1
tahninial nothing they make it up last time i checked a jar of curry sauce there was no pepper inside i was disappointed,1
eep2001 might have to cancel our disney trip this year  not too thrilled about it,2
stacywillert yeah that was me yesterday after i found out the house i want is sold my bank effed me over and then the car accident,0
who not here be glad ur sso luckyyyyyyy i hate u r home n r not enduring dis,3
adelinaxx yay to som1 i no on twitterslowly slowly rest of the grade will come aroundhah  i hope ur ready for my constant tweets,0
ssnape yes though perhaps i wasnt thinking i like vague it seems a popper term for you,2
swolen as shitt  boo hoo,3
afish0410 aw jam  were good at dodging meatballs woo,2
my job sucks,1
torrance found himself in a displeasing situation,3
get the fuck out of my face before i punch you bitch fuckoff,3
demi is a super girl but she dont like the french fans,1
thedinnerlady  i could never do that to one of my children look what happened to nina zavaroni sp brooke shields and drew barrymore,0
my leg broke now i am waiting untile i can go again,1
in about half a hour im going to my english lessonguess ill have to waitand wait for a couple hours so im over with it s   ,3
theres too much light pollution to see the stars,1
shabooty are being douchie lolthats hilarious man i have a headache from the meeting,1
torenheksje thanks for the retweet,2
erics576 thank you you know i really love bhb,2
wayneliew just need to know what to be cautious about  being cautious is good,0
charlieskies  that is actually a better name than fluffballthegodzilla my youtube username  ive been beaten,1
moriagerard i havent had one for a long time too expensive,0
playing with zeke hes leaving today,1
on my way to the airport headed to nyc,0
sevenspiral no worries good news are good to spread,2
punching all of yall in throat would feel great right about now ,3
passionmd i keep thinking about food i made myself some tea,0
boarding the uss enterprise warp speed ahead   fb,2
the conversation with leroy was irritating,3
goin to bed wsmokey,0
the conversation with this man was annoying,3
i got a freakin macbook hoorayyy but i freakin deleted phootbooth,2
i know i shouldnt be saying this but fuck itim horny as hell,2
peeps me blackberry messenger is kwijt  no pinging p,0
ashikasunshine  i figured that but i ended up taking my cousin to work in the rain anyway    but hit me up,2
im needing a girls night wearing sweats watching movies eating chocolate and talking about boys,0
morning im up and ready weeee its a sunday,2
xanderprod was actually done by my cousin,0
is bad dump it fear is awful face it memories are sweet cherish them,3
mangointhesky idk the original is so great,2
courseofhistory vancouver so classy  canucks,2
brittanyasnow omgsh i know  im dealing with that rite now its no fun,3
triniaguirre i miss you   ,1
psychobeauty word ima be there this summerjust move back with me  lol,2
writing my first tweet,0
egsa no plan currently,0
i wish the weather would make its mind up also wish i could hurry up and get my new song up on myspace,0
annamessias i miss yoooooooooooooooooooou my poia,1
i went over the limit for actions per hour for twitter clients  i hate that limit,3
steffblehh where i do not see you steff  what time are you on it ,0
kbaxter bummer yo  im starting up finals too soonso i guess ill see you around the second week of june then,0
my sunburn itches  ouch,1
i hve a fat kink in my neck  maybe someone handsome will massage it out later  well see,0
my computer isnt loading another page except twitter ,3
the situation makes torrance feel enraged,3
hi charlie thank you for following me nice to know theres another ollmann in the new world,2
the situation makes tanisha feel enraged,3
tia feels irritated,3
euangriffin why,0
thecultureofme dont feel too bad i just had a burrito from there and it kinda sucked,3
williambeekhuis hahahaha where is that train i want on that should be a wild ride,2
ok  i got my nails done to day an the are sweet,2
babyblueonline a well sad  x,0
really tired and have to work the whole day tomorrow the thought of it depresses me  uncoooool,1
sophieveronica haha abbreviate it  so its not so bulky,1
mowing 6 i hate my lawn,1
won a gps at post prom,2
jkarney  amtarot thank you so much,2
alonzo made me feel furious,3
apple fail if you set up a new british mac the dashboard weather widget is for london canada not the uk one  hard to tell too,1
bodywisdominc sorry i missed you pcharityclassic saw you across the way i was busy taking pixabt 415 came to meet ubut u were gone,1
i  have always been a sucker for the sound of an acoustic guitar,2
all dressed up and no where to go,1
going to work nightshift,0
bengrubb sweet my friend kevin is joining us but i have his  look 4 the girl carrying a backpack amp boulder pad,0
i found a prom dress,2
rachael makes me want to cry,1
alright i need to get sleep so i can actually be awake for my mothers day  nighty nightzzz or good morning my twitter friends,2
bastetasshur i agree,0
marley and me is the saddest movie ever i never cry in movies but this movie mad me cry,1
emmaroo innerchildsarah likes cookies and is sad that you feel sad and guilty,1
alycemadden why arent u famous already lol you have a very adoring fan that fan would do anything for you hehehe im you no1 fan,2
what did i learn today never post anything youve sold on ebay using royal mail they lose it i refund compos nowhere near  my bad,1
nt able to follow anyone  friendorfollowcom here i come itsucks,2
last week of class well technically classes are over just have two exams  and summmmmerrrrr beginsyeahhhhhyaaaaaa,2
i made my mom feel furious,3
heartsong glad you had a wondrous beltaine mine was quiet yet in sync with the season  miss you all,1
wishing i could go with boulderdiaries to soco to go climb instead im stuck at work all weekend,1
has got my xbox back   i have a really sore knee cant walk,0
holy smokes star trek was freaking awesomeeeee,2
nickcarter vid is marked private,0
odbod yeah its the ford focus titanium you only get the helicopter add on with the topend luxury models unfortunately,0
stephaniehall no  i was gutted when he wasnt lmao i think im obsessed with him bahaha,2
leprakhauns when you havent had one in over a week that was a really mean joke he just played on me,3
im seeing quite a few protofurries here now that i think of it  acen,2
songzyuuup   i can definitely appreciate this the simple things that make my day,2
going to the beach today,0
shababi88 i love the game thats my show suuuppper pissed it got cancelled,0
justins blanket shed black lint all over my white skirt,0
sinse i had dis thingnot 1 reply not 1 message nuffin pshh who caresi know im special  x,1
gamesbasement dear oh dear,0
feeling pretty poo today,1
cashric i miss u ceddy,1
i made this boy feel irritated,3
im going bed i dnt feel well as always,1
says alright alright im going already sheesh well better be off early than late  ,0
oliviamunn that was pretty lame babe,1
good mornin twiggas,2
latisha told us all about the recent displeasing events,3
happy mothers day to all   im off to spend the day with my family,2
cant figure out at what timefrench hour the new moon trailer will be up since i cant watch the mtv movie awards from paris ,0
iminditch yesh and that potato guy is online but hes not live,0
bank holiday today,0
gonna weep in a corner for a bit    hate depressed screamingwithrage gahhhhhhhggggg fuckeverything,3
missjp lmao ugh i know i need to sleep the qdoba off before i do all that workin out and no ur pic doesnt show,3
best day at work best weekend ahead hopefully i will have someone to go to usc with,1
yourboogiegirl dude same  it hurts,1
heading home,0
pengen nonton friens of mine comeback show di prost beer house kemang besok tapi ga bisaaaaaaaaaa,1
its really hot out today  being hairy is gay,0
i am slowly turning into hump   awful,3
sweetemmaxxx i love the cheesey ones and the cool orignal ones     skips i have when my brother has them got to try them u c haha,2
quotmy problem isnt that i miss you cause i dontquot,1
harry feels enraged,3
the conversation with this woman was displeasing,3
lauradawg lol she is okay its just he songs are so catchy they get stuck in my head,2
saystephanie im so pissed i couldnt make an instore at hot topic in the rockaway mall to see nicksantino  haha no he wont,1
keytar still give your computer a break omg,0
hello and thank you for all of the followfridays people i always forget sorry,1
officialtila if i have 5000 friend requests tomorrow im blaming you  nite,3
djpayce i wanna play  golf,0
turnontheradiox sure ill follow you hun  ohh thank you are you a subscriber on my youtube,0
the situation makes shaniqua feel irritated,3
my brother made me feel irritated,3
morethanfine i wish we could make a quick trip to la in july  i miss la,1
alphonse found himself in an outrageous situation,3
thequeenoffree i actually need to be cleaning my house,0
andykemp one of our governors is one of the directors of the company,0
dougiemcfly good show for you guys  i wish i could be there to see you,2
sats  what the its just around the corner,0
okay i lied i meant this time next week that is sooo much longer  i miss my mommy,1
have been rolling on the bed for the past 2 hours  still unable to sleep,1
thecomicproject its sunny and hot in london today while i sit in office cranking spreadsheets,1
i loved johnny carson now im going to hate seeing jay leno go,1
harperkzm that sucks  booo,3
cheekykerri defo cant wait we will have a nice afternoon and some music,2
xulap consider yourself lucky  it hasnt rained here in ages   its depressing,1
star trek in hd im impressed beam me up spotty,2
cschug we do its been to long i think i have next weekend open when are you going to have the house warming party,2
is very disappointed that cadbury chocolate blocks got smaller,1
i want someone to come over so i can take pictures but no one can,0
gawd im so tired still i have to move out of here into my new place by 530 pm cause i work  so stressed fb,3
sjsharksfan haha i agree  i am her test dummy i just go in and say quotdo whatever you wantquot and i always love it  she is magic,2
tjsnipes hahaha so pissed today so pissed yesterday ,3
nileylover09 well im a little bit sick but im fine,1
some goodies bagged at the car boot including some very cute cross stitch birds for my craft room the man selling was a sweetie,2
11hunabku11 swine flu victims unite  ,2
terrencej106 yooo its rainin dumb hard out,1
sentimentalizzy yeah hope so im excited,2
hard to start the week after a long fun sunny weekend of tennis free food and drink and very nice people 5 days to go until next round,1
why the fuck are all these ugly ass bitches commenting on my facebook post ,3
healthjoinin why is it so hard to get this company to process claims utter amp complete fail   ,3
german grammar relative pronouns ,3
  hotttt weather getting blackk before it starts to rain again,2
wants milk,1
  yeahim bored xd i pic up this photo when i still have my guitartoday my mum steam me it  i miss nameless,0
yay dad agreed to pay for my tuition and equipment yipee not till nxt jan tho,2
criminally wait until my parents go to sleep until i can watch it im not starting it until now but its already done ,3
going to bed happy mothers day for every mom here,2
andyclemmensen heyy my teddy bear says i look very pretty and that blake is to,2
it says not in stock,0
going to another birthday party tonite,2
josh made me feel furious,3
dam i wish celebs could frikken follow baaaaaaaaaaackkkkkkkk,0
wish i lived in or atleast relatively close to ohio   havent seen smalltowntroy or derkmcloven in almost a year,0
courtney made me feel enraged,3
tatiiiiv me too tatiiiii,0
eating pizza was a mistake my stomach hurts really bad ,3
curled up on the couch like a question mark mind like jello ah tis such a joy to be a woman,2
wow i am really missin the family today baddd,1
ugh sittin at work waiting for the carpets to be cleaned  i was suppose to be out by 7,0
im drawning in emails,3
soon my new job starts  im so happy,2
day off with nothing to do,1
conorp yes one final party  better make it a good one  how much mpre stuff you got to go,2
someone make me a cofffeeeeeee,0
when god is teaching us selfcontrol he allows our world 2 be invaded by aggravating others whose very presence irritates us ,3
buchautor thanks for the follow friday,2
redhalopax goddamn   that fucking sucks hugs,1
i made shereen feel enraged,3
young pregnant hoes thats not about they biz me,3
furrytigerkitty   uh waiti thought this was the 29thtonight,0
josemarques i dont feel like having to reboot  if only osx supported hibernate amp reboot in bootcamp ,2
kellystraycat   haha ty,2
i have no idea wtf im doing,3
so busy already,1
i am out of credits  must work on my playlist   ,0
happy star wars day  may the 4th be with you,2
donniewahlberg what if we are in england  x,0
caronsbeachhs  still dealing with quite a bit of pain will jump off here soon to lay downvery frustrating  thanks 4 asking,3
i hate it when i am in pain,1
besz no nothing so important i just like it to look like that its an old hairstype actually,0
hum 1 for bill bailey,0
im saying my goodbye to my car for the next 2 weeks  im gonna miss it  its going to come back beautiful though,0
aidan please,0
beachnz yep nothing better,3
why do you hurt me does it bring you joy to see me cry you know i love you more then anything and yet u break my heart everyday,1
friends romans and country men lol ppl need 2 help me out and say i have twitter i dont have any friends   loner loner la da da,0
darrylep am busy yesbut then always am hope you had a great time traveling  where did you go  welcome back,2
um k this is not close my eyes this song always makes me cry bc my mom is gone but i lt3 it anyway,1
twisty7867 im using paintnet x64 and its running crazily fast  cant afford cs4 unfortunately yet,1
mastersavage  cool i saw it now in the link thanks,2
getting ready to lay out by the pool,2
cant wait to eat,3
i dont think that i could hate someone as much as i hate you gah i want to take a pillow to you in your sleep ihatemyroommate,3
kirbis007 i trusted matt with my life in that picture funnnn night though,1
lancifer   sweets needs to shut it on this one to booth  angela is rightbren is the only one that can help him  love,3
steveberra happy bday stevie beeand if u want followers u have to get a little more tweety  may babies r the best im the 12th,2
epic writing fail ew going to try and sleep,0
justamedicine  that was stone cold   crazy  ,0
sxcgill yay you finally get to have a trip away from home again how exciting you 2 going to shop a bit ,0
itchy boobs,0
the conversation with harry was displeasing,3
mobile phone checkin another fail americans service came close but crashed at the gate im now 0 for 3,3
ohmygah you  haters can suck a fat one for real lol hahahaa jp,3
yelgiuqnayr airport and you didnt show up tonight homo,0
sometimes i wanna take your head and ram it into mirrors because in the shattered reflective pieces of glass i can see your pain ,3
coconutfriend i should have shouldnt i im happy you enjoyed it cos im thoughtful like that you see and yaya i hav 20 followers  woop,2
hanging out at school last day for seniors,2
blackheartbunny  nope,0
cryswinchester hahaah crys you blowing the fuses is a typical move,2
the conversation with latoya was outrageous,3
johannabd so ive organised a day of indulgence amp luxury for her a pamper day  fingers crossed she likes the surprise,0
lilayy same here like i know theres people who have worse lives than me but i wish i could go back and change some aspects of my life,1
its not now nor has it ever been weigly north have avoid drive home,3
anyone excited for harry potter like i am damn twilight postponed my first love   oh well off to find some hai chai,2
new article  let me know what you think,0
my aunt found herself in an annoying situation,3
behind evry beautiful smile thers sme kinda paini feel like strangln sm bitch sadi808 ,3
cant even tell you how much this hair dresser is pissssssing me off she has no clue wtf im asking her to doso im expecting the worst,0
moniqhar heeeeey you abandoned me here on twitter momma dots,0
officialtila i cnt get it its goin to ur old messages  gtgtgtgt helpltltltlt,0
i just dyed my hair,0
its stormy,0
had a relaxing day at the park in the sun back to work tomorrow,1
no more wiffleball  damn,1
im slowing on my tweetscuase i lost my phone,1
cant wait 4 a real bed  haha,2
people that update every waking movement headache madeacuppa,3
just deleted my filled tweets why cant ppl understandmoney wont do good when there will be no airwaterfood earth is home,3
never make ur so loud that people avoid talking to ubut make ur attitude so loud that people die to talk to you,3
kgthagreat yea tre hood claim thats atl theme song which it aint lol  but its a youtube vid that i posted yesterday,0
well its after 6 and i didnt get a call back  oh well,1
thanks for following deeeearl,0
ibood down,0
watching thomas the train engine makes me miss george carlin,1
work sucked  another 8 hour shift with only 30 dollars to show for    i need a new job,0
my aunt made me feel angry,3
mdurbin not long till we go shopping dude its gunna be rather fun,2
dadgum i think this nations shipping needs have shut down completely still no freight for carriers out there,0
another day  casino de montreal,0
a her she made me cry,0
time for me to go to sleep its almost 1am night everyone happy mothers day to all the moms out there,2
thinks malibu is the drink for me lets all hit the bottle  woop woop xx,0
my sister feels enraged,3
just watched an interview with jerry sandusky and he is so full of bs 20 people didnt lie about u raping a kid ,3
listening to some house musicwhat else i got a gig in san francisco next friday be there  details on my ,2
fafsahelp i dont know what lender it was yea these people definitely sucked butt toes not friendly or helpful,3
hollay i hate you,3
having fun  with my friend ,2
gayemozac and a good morning from france to my zaccie,2
robertsemma you dont reply to none of your fans  i dont know what trust,1
aww i heard i just missed you two logieo amp egg104 ,2
gonna get out in the sunshine,2
cleaned four bathrooms this afternoonyes go ahead and feel sorry for melolmine are still waiting for my attention,1
i made melanie feel annoyed,3
lmao twitting thats never gonna get old haha,2
thx robban  ,0
neridagill thank you i will have a look,0
likes being friends but it hurts when u love your friend but the feelings arent the same trying to sleep has to really try to give up,1
iamdiddy  me because my ex boyfriend of 2 years we broke up 2 months ago is engaged to his gf of 6 weeks  sad embarrassed hug,1
my mother made me feel annoyed,3
the conversation with my uncle was outrageous,3
working during graduation what a shame,1
sha and i are fcpmacbook pro buddies now,2
malik feels angry,3
ps brian just announced his message title quotwhat is in you will flow from youquot my friend replied quotcheescakequot ha,2
glasgirl sallyslytherin amason seems to think hamburger agogos dont get it till october well now,0
i made nancy feel annoyed,3
tierdi just want to talk,0
i think my computer is sick,1
heading 2 d gym got 2 work off some ,3
may have to work saturday   i want to just rewrite it properly over the weekend but bosses may say just get it working now,0
katebuckjr sorry i can not reach either url,1
i swear if i am given a choice ill be a man in my next life this worrying about nannies and all that is fd up no really ,3
it was t4 i think hannah  xx,0
hardcore4 damn frat  thats too bad  should be a good show at least im hoping so esp since its in bk,1
what the hell did they do with the popular list in  its all messed up   ,3
stephanie told us all about the recent annoying events,3
kristawatson i cant this weekend sorry  and steph is working,1
still on the train goin 2 the southside,0
horrible thought i have to go back to work on monday   good thought i only work for 90 minutes   life is good,2
amazngspid3y i just had an anger anger moment looking at yo nice ass ,3
meljachin eww dislike,1
suck my fucking dick  ,3
gawow probably not  i want to go home,0
good morning tweeps i have a feeling i wont be oversleeping now that gracie is around  she pounced on my head and woke me up at 7am,0
and the city i love tucson is the 18th most miserable  ,3
didnt do my devos  hopefully my day doesnt suck because of it,1
watered the tomato plants pepper plants and lettuce feeling all homely off out with freddie for a funpacked day,2
welcomes my nephew to the christian world,2
idont like people that dont wash their hands when they need to ,3
egstrup nice,0
rmolden yes maybe but for today i write,0
omgoodness finally back from dinner with the fam bam,2
having dinner  rainforest cafe with laura,2
just like drugs can be passed from mother to unborn baby so can blessing and curses    ,3
after the sketchy moments at a mtn the friends and i moved up the trail and sat at the end of the road just talking and being silly,2
hi5 to all my friends and ummm thanks for the follow and enjoy the ride if i make too many trips i will for u and u gotta go i get it,2
this chair is not comfortable at all,3
i bit my tongue sooo badits swollen,1
djhazzard whoa if the alcohol wont get you buzzed the price will,0
freckles08x   plus it is going to clash with ugly betty when channel 4 shows season 3 next month as well grrr  ,0
tam98 just looked at your page and realised it was a radio show get them to play call it what you want so love that track,2
   sad lonely all of those you can find down on my profile enjoy  ,3
getting ready to go to the comedy club and listening to some qtip  whos on ichat or skype right now i need an outfit critique,0
darealsunisakim theres ding tai fung here in sydney aswell  making me want dumplings,2
grr skyrim glitch is causing me to revert to an old save way old save and misfortune,3
this boy found himself in a displeasing situation,3
helena210 no one to rub it in,0
a woman wit dum is deff worth sum effort,3
taking the day off and doing absolutely nothing    studying begins on the morrow,0
im so very tiredand have insomnia,3
taylorswift13 hey tay plz can u write hey elin to me im sick and if u do it i feel better,2
courtney told us all about the recent vexing events,3
life is so good and it will much greater on thursday at 5pm,2
almost ready to leave the house to head to wthr,2
seeeeeeeeed tengo sed,0
the conversation with my mom was vexing,3
ftskirstin its taking forever to upload,0
been mother day shoppingwowbig thanks to my sister for coming with me sorry about getting you drunk though,2
lenos last show tonight,0
sorry for the delay in publishing this weeks show  some technical difficulties during encoding will be out asap but may be saturday,1
shoot only 12 miles,1
so bored,0
riveting psych class lets fight courtneygardell dreabaybayy laurenesselman i pretty much blackout when beattheshitoutofpeople,3
charbotgreen has been suspended  quotunusual activityquot,0
jonathanrknight without ur tweets i feel lost hit me with something,1
so sad they discontinued my sesame tofu salad at trader joes,1
he told us all about the recent displeasing events,3
just got back from nom noms at our favourite restaurant here in haarlem im sad i will miss eating there the food is incredible,1
was woken up by my screamin lil nefuew,3
kainzuk ill hopefully get a chance to play it tomorrow hope its good otherwise ive wasted so many points,0
braescotland may be back laterhope you have a good day  byeeee xxx,0
sleep time  biglittle lunch tomorrow at olive garden,2
eating breakfast  getting ready to go to school ,1
im trying to put up a pic but it wont work,3
so primavera is in barcelona in spain surely ruth lorenzo must be here right btw jarvis has a walking stick,0
you know funny thing about everyone packing for e3 is that i am packing to go to mexico not e3,2
joelyuk if you think floridas heat will be too much i will reluctantly take your place,0
officially no hotel rooms anywhere in valdosta georgia some kinda big race here ,3
i got the new silverstein cd aha its amazing  i highly recomend it,2
alternatefinch no its people you are recommending that others follow like followfriday only with pics,0
batmansounds bicycle sucks i cant ride with you,1
heading downtown drinks and dancing,2
jennygnow it is sad i feel bad when i hear it they look like mid 30s its like something u wld see on lifetime,0
after many tweets lindsay lohan still doesnt follow me on twitter what a stupid bitch ,3
quinland  i hate it there should be a endless supply of hot water  i put the water heater on 20mins ago so ill be gone in 10mins  xx,3
americaneagle why dont you ship it to japan,0
hopefully going back to work tomorrow tired of having a flu beside i love working with the children so fun to play with,2
torrance told us all about the recent irritating events,3
josh made me feel enraged,3
my mum is so stingy that she put water in my bacardi and coke just to save barcadi ,3
in school  with victoria amp bryan   no more school soon sadd i am,1
jerome found himself in a vexing situation,3
sbpc07 thinking of you as a man makes nasal snorting heavy breathing noises at the airport why does this always happen to us ,3
